ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,LoanSource
ThoMon-58_new-1,,ThoMon,58_new,məi.343ʔ ,məi.343ʔ,,,Peiros2004a,,false,
Ruc-58_new-1,,Ruc,58_new,bəj.3,bəj.3,,,Peiros2004a,,false,
Arem-58_new-1,,Arem,58_new,mæ,mæ,,,Peiros2004a,,true,VN
KhaPhong-58_new-1,,KhaPhong,58_new,təmɔ.33,təmɔ.33,,,Peiros2004a,,false,
Malieng-58_new-1,,Malieng,58_new,bəj.41ʔ,bəj.41ʔ,,,Peiros2004a,,false,
ThavungSo-58_new-1,,ThavungSo,58_new,tama.2,tama.2,,,Peiros2004a,,false,
Thavung-58_new-1,,Thavung,58_new,taʔma.F,taʔma.F,,,Peiros2004a,,false,
Mang-58_new-1,,Mang,58_new,me.55,me.55,,,Peiros2004a,,false,
Paliu-58_new-1,,Paliu,58_new,cim.53,cim.53,,,Peiros2004a,,false,
Bugan-58_new-1,,Bugan,58_new,sa.31,sa.31,,,Peiros2004a,,false,
Khmu-58_new-1,,Khmu,58_new,həmmeʔ,həmmeʔ,,,Peiros2004a,,false,
KxinhMul-58_new-1,,KxinhMul,58_new,həmɛ.35,həmɛ.35,,,Peiros2004a,,false,
Ksinmul-58_new-1,,Ksinmul,58_new,həme,həme,,,Peiros2004a,,false,
Khang-58_new-1,,Khang,58_new,miə.33,miə.33,,,Peiros2004a,,false,
Bit-58_new-1,,Bit,58_new,niəʔ,niəʔ,,,Peiros2004a,,false,
Mlabri-58_new-1,,Mlabri,58_new,hmɛʔ,hmɛʔ,,,Peiros2004a,,false,
Pray-58_new-1,,Pray,58_new,mɛʔ,mɛʔ,,,Peiros2004a,,false,
Phong-58_new-1,,Phong,58_new,trməj,trməj,,,Peiros2004a,,false,
Iduh-58_new-1,,Iduh,58_new,tharmâj,tharmâj,,,Peiros2004a,,false,
Hu-58_new-1,,Hu,58_new,thaʔ.33 meʔ.55,thaʔ.33 meʔ.55,,,Peiros2004a,,false,
Khamet-58_new-1,,Khamet,58_new,mɛʔ.53,mɛʔ.53,,,Peiros2004a,,false,
Khme-58_new-1,,Khme,58_new,niɛʔ.53,niɛʔ.53,,,Peiros2004a,,false,
Shuangdiang-58_new-1,,Shuangdiang,58_new,ṣu.31,ṣu.31,,,Peiros2004a,,false,
Yongde-58_new-1,,Yongde,58_new,pak.15,pak.15,,,Peiros2004a,,false,
Pangpin-58_new-1,,Pangpin,58_new,sruʔ.55,sruʔ.55,,,Peiros2004a,,false,
Gantang-58_new-1,,Gantang,58_new,pɔk.31,pɔk.31,,,Peiros2004a,,false,
Mangan-58_new-1,,Mangan,58_new,rhuʔ.55,rhuʔ.55,,,Peiros2004a,,false,
Plang-58_new-1,,Plang,58_new,su.51,su.51,,,Peiros2004a,,false,
Wa-58_new-1,,Wa,58_new,khrauʔ,khrauʔ,,,Peiros2004a,,false,
Guanshuang-58_new-1,,Guanshuang,58_new,hrauʔ.1,hrauʔ.1,,,Peiros2004a,,false,
Mane-58_new-1,,Mane,58_new,čhuʔ.55,čhuʔ.55,,,Peiros2004a,,false,
Deang-58_new-1,,Deang,58_new,ka mai,ka mai,,,Peiros2004a,,false,
Rumai-58_new-1,,Rumai,58_new,tə.55 mai.412,tə.55 mai.412,,,Peiros2004a,,false,
Khasi-58_new-1,,Khasi,58_new,thymmai,thymmai,,,Peiros2004a,,false,
Kharia-58_new-1,,Kharia,58_new,t'ɔnmɛ,t'ɔnmɛ,,,Peiros2004a,,false,
Juang-58_new-1,,Juang,58_new,noa,noa,,,Peiros2004a,,true,IND
Bonda-58_new-1,,Bonda,58_new,time,time,,,Peiros2004a,,false,
Sora-58_new-1,,Sora,58_new,tamme,tamme,,,Peiros2004a,,false,
Parengi-58_new-1,,Parengi,58_new,teʔme,teʔme,,,Peiros2004a,,false,
Santali-58_new-1,,Santali,58_new,nawa ,nawa,,,Peiros2004a,,false,
Mundari-58_new-1,,Mundari,58_new,nawa ,nawa,,,Peiros2004a,,false,
Nancawri-58_new-1,,Nancawri,58_new,tijə́h,tijə́h,,,Peiros2004a,,false,
Stieng-59_night-1,,Stieng,59_night,mau,mau,,,Peiros2004a,,false,
Chrau-59_night-1,,Chrau,59_night,maŋ,maŋ,,,Peiros2004a,,false,
MRolom-59_night-1,,MRolom,59_night,maŋ,maŋ,,,Peiros2004a,,false,
MBunong-59_night-1,,MBunong,59_night,maŋ,maŋ,,,Peiros2004a,,false,
MDip-59_night-1,,MDip,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Ma1-59_night-1,,Ma1,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Ma2-59_night-1,,Ma2,59_night,rəmaŋ,rəmaŋ,,,Peiros2004a,,false,
Sre-59_night-1,,Sre,59_night,maŋ,maŋ,,,Peiros2004a,,false,
KahoChil-59_night-1,,KahoChil,59_night,maŋ,maŋ,,,Peiros2004a,,false,
KorCua-59_night-1,,KorCua,59_night,kloj,kloj,,,Peiros2004a,,false,
Kadong-59_night-1,,Kadong,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Hadang-59_night-1,,Hadang,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Hre-59_night-1,,Hre,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Rengao-59_night-1,,Rengao,59_night,maŋ.T,maŋ.T,,,Peiros2004a,,false,
Didra-59_night-1,,Didra,59_night,di maŋ,di maŋ,,,Peiros2004a,,false,
Sedang-59_night-1,,Sedang,59_night,maŋ.T,maŋ.T,,,Peiros2004a,,false,
Panong-59_night-1,,Panong,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Halang-59_night-1,,Halang,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Jeh-59_night-1,,Jeh,59_night,maŋ.T,maŋ.T,,,Peiros2004a,,false,
Veh-59_night-1,,Veh,59_night,əmʌŋ,əmʌŋ,,,Peiros2004a,,false,
Je-59_night-1,,Je,59_night,maŋ.33,maŋ.33,,,Peiros2004a,,false,
Arak-59_night-1,,Arak,59_night,ɦa pɦɨəʔ,ɦa pɦɨəʔ,,,Peiros2004a,,true,BAH
Bahnar-59_night-1,,Bahnar,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Tempuan-59_night-1,,Tempuan,59_night,məmaŋ,məmaŋ,,,Peiros2004a,,false,
Oy-59_night-1,,Oy,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Nhaheun-59_night-1,,Nhaheun,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Jru-59_night-1,,Jru,59_night,maŋ,maŋ,,,Peiros2004a,,false,
Tariang-59_night-1,,Tariang,59_night,wəŋ maŋ,wəŋ maŋ,,,Peiros2004a,,false,
Kantu-59_night-1,,Kantu,59_night,ʔiʒum,ʔiʒum,,,Peiros2004a,,false,
Katu-59_night-1,,Katu,59_night,həjum,həjum,,,Peiros2004a,,false,
Dakkang-59_night-1,,Dakkang,59_night,həbɨʔ,həbɨʔ,,,Peiros2004a,,false,
LaoKatu-59_night-1,,LaoKatu,59_night,jum,jum,,,Peiros2004a,,false,
Pakoh-59_night-1,,Pakoh,59_night,idaw,idaw,,,Peiros2004a,,false,
Taoih-59_night-1,,Taoih,59_night,idaw,idaw,,,Peiros2004a,,false,
Ong-59_night-1,,Ong,59_night,taʔbɨ,taʔbɨ,,,Peiros2004a,,false,
Nge-59_night-1,,Nge,59_night,luŋ tabu',luŋ tabu',,,Peiros2004a,,false,
Kui-59_night-1,,Kui,59_night,sədaw.N,sədaw.N,,,Peiros2004a,,false,
Neu-59_night-1,,Neu,59_night,sədaw,sədaw,,,Peiros2004a,,false,
Bru-59_night-1,,Bru,59_night,sədaw.N,sədaw.N,,,Peiros2004a,,false,
BruVK-59_night-1,,BruVK,59_night,sadʌw,sadʌw,,,Peiros2004a,,false,
Mak-59_night-1,,Mak,59_night,sidaw,sidaw,,,Peiros2004a,,false,
So-59_night-1,,So,59_night,sidaw,sidaw,,,Peiros2004a,,false,
Tri-59_night-1,,Tri,59_night,sadâu,sadâu,,,Peiros2004a,,false,
Nyakur-59_night-1,,Nyakur,59_night,pətam.1,pətam.1,,,Peiros2004a,,false,
Mon-59_night-1,,Mon,59_night,btam,btam,,,Peiros2004a,,false,
Semelai-59_night-1,,Semelai,59_night,pətɔm,pətɔm,,,Peiros2004a,,false,
Kensiw-59_night-1,,Kensiw,59_night,hɛkut,hɛkut,,,Peiros2004a,,false,
Jahai-59_night-1,,Jahai,59_night,hərkit,hərkit,,,Peiros2004a,,false,
JahHut-59_night-1,,JahHut,59_night,səŋat,səŋat,,,Peiros2004a,,false,
Semai-59_night-1,,Semai,59_night,təpm,təpm,,,Peiros2004a,,false,
Temiar-59_night-1,,Temiar,59_night,lajɛg,lajɛg,,,Peiros2004a,,false,
Khmer-59_night-1,,Khmer,59_night,jɔp,jɔp,,,Peiros2004a,,false,
KSurin-59_night-1,,KSurin,59_night,jôp,jôp,,,Peiros2004a,,false,
ChongH-59_night-1,,ChongH,59_night,khlʔŋ.A,khlʔŋ.A,,,Peiros2004a,,false,
Chong-59_night-1,,Chong,59_night,khrɛŋ.B,khrɛŋ.B,,,Peiros2004a,,false,
Kasong-59_night-1,,Kasong,59_night,krɨŋ.C lɛŋ.C,krɨŋ.C lɛŋ.C,,,Peiros2004a,,false,
Samre-59_night-1,,Samre,59_night,khriəŋ.C,khriəŋ.C,,,Peiros2004a,,false,
PhongV-59_night-1,,PhongV,59_night,nam.21 tem.24,nam.21 tem.24,,,Peiros2004a,,false,
Tuum-59_night-1,,Tuum,59_night,bia.21 taem.45,bia.21 taem.45,,,Peiros2004a,,false,
Liha-59_night-1,,Liha,59_night,tɛem.33,tɛem.33,,,Peiros2004a,,false,
Cuoi-59_night-1,,Cuoi,59_night,tem.33,tem.33,,,Peiros2004a,,false,
Vietnamese-59_night-1,,Vietnamese,59_night,đe^m,đe^m,,,Peiros2004a,,false,
MuongKoi-59_night-1,,MuongKoi,59_night,dem.2,dem.2,,,Peiros2004a,,false,
ThoMon-59_night-1,,ThoMon,59_night,hom.43,hom.43,,,Peiros2004a,,false,
Ruc-59_night-1,,Ruc,59_night,lɨm.4,lɨm.4,,,Peiros2004a,,false,
Arem-59_night-1,,Arem,59_night,lɨmʔ,lɨmʔ,,,Peiros2004a,,false,
KhaPhong-59_night-1,,KhaPhong,59_night,taŋɔp.13,taŋɔp.13,,,Peiros2004a,,false,
Malieng-59_night-1,,Malieng,59_night,tuŋop.44,tuŋop.44,,,Peiros2004a,,false,
ThavungSo-59_night-1,,ThavungSo,59_night,ʔamah.1,ʔamah.1,,,Peiros2004a,,false,
Thavung-59_night-1,,Thavung,59_night,haʔmah,haʔmah,,,Peiros2004a,,false,
Mang-59_night-1,,Mang,59_night,tuaŋ.35 suam.35,tuaŋ.35 suam.35,,,Peiros2004a,,false,
Paliu-59_night-1,,Paliu,59_night,qa.31 pai.53,qa.31 pai.53,,,Peiros2004a,,false,
Bugan-59_night-1,,Bugan,59_night,nɛ.33 sau.T.55,nɛ.33 sau.T.55,,,Peiros2004a,,false,
Khmu-59_night-1,,Khmu,59_night,pəsɨəm,pəsɨəm,,,Peiros2004a,,false,
KxinhMul-59_night-1,,KxinhMul,59_night,pɨt.35,pɨt.35,,,Peiros2004a,,false,
Ksinmul-59_night-1,,Ksinmul,59_night,pət,pət,,,Peiros2004a,,false,
Khang-59_night-1,,Khang,59_night,ko.35,ko.35,,,Peiros2004a,,false,
Bit-59_night-1,,Bit,59_night,nəŋ jəl,nəŋ jəl,,,Peiros2004a,,false,
Mlabri-59_night-1,,Mlabri,59_night,ni lɛk,ni lɛk,,,Peiros2004a,,false,
Pray-59_night-1,,Pray,59_night,lɔŋ ɲcɛl,lɔŋ ɲcɛl,,,Peiros2004a,,false,
Phong-59_night-1,,Phong,59_night,nɛl bɔ,nɛl bɔ,,,Peiros2004a,,false,
Iduh-59_night-1,,Iduh,59_night,pîə,pîə,,,Peiros2004a,,false,
Hu-59_night-1,,Hu,59_night,plə.33 pɣɔ.33,plə.33 pɣɔ.33,,,Peiros2004a,,false,
Khamet-59_night-1,,Khamet,59_night,tɨk.53,tɨk.53,,,Peiros2004a,,false,
Khme-59_night-1,,Khme,59_night,khɔŋ.31 hek.55,khɔŋ.31 hek.55,,,Peiros2004a,,false,
Shuangdiang-59_night-1,,Shuangdiang,59_night,ta.31 buər.33,ta.31 buər.33,,,Peiros2004a,,false,
Yongde-59_night-1,,Yongde,59_night,lhe.31 po.33,lhe.31 po.33,,,Peiros2004a,,false,
Pangpin-59_night-1,,Pangpin,59_night,čhem.51,čhem.51,,,Peiros2004a,,false,
Gantang-59_night-1,,Gantang,59_night,čem.51,čem.51,,,Peiros2004a,,false,
Mangan-59_night-1,,Mangan,59_night,ćhiəm.51,ćhiəm.51,,,Peiros2004a,,false,
Plang-59_night-1,,Plang,59_night,ta.51 buh.51,ta.51 buh.51,,,Peiros2004a,,false,
Wa-59_night-1,,Wa,59_night,pon som,pon som,,,Peiros2004a,,false,
Guanshuang-59_night-1,,Guanshuang,59_night,pu.2 som.1,pu.2 som.1,,,Peiros2004a,,false,
Mane-59_night-1,,Mane,59_night,nsum.1,nsum.1,,,Peiros2004a,,false,
Deang-59_night-1,,Deang,59_night,sɨm,sɨm,,,Peiros2004a,,false,
Rumai-59_night-1,,Rumai,59_night,kə.55 daʔ.55 sɛ,kə.55 daʔ.55 sɛ,,,Peiros2004a,,false,
Khasi-59_night-1,,Khasi,59_night,miet,miet,,,Peiros2004a,,false,
Kharia-59_night-1,,Kharia,59_night,iḍib,iḍib,,,Peiros2004a,,false,
Juang-59_night-1,,Juang,59_night,endaro,endaro,,,Peiros2004a,,false,
Bonda-59_night-1,,Bonda,59_night,tumuŋgɔ,tumuŋgɔ,,,Peiros2004a,,false,
Sora-59_night-1,,Sora,59_night,t'o-gal,t'o-gal,,,Peiros2004a,,false,
Parengi-59_night-1,,Parengi,59_night,uŋoŋ,uŋoŋ,,,Peiros2004a,,false,
Santali-59_night-1,,Santali,59_night,ɲinda,ɲinda,,,Peiros2004a,,true,IND
Mundari-59_night-1,,Mundari,59_night,nida ,nida,,,Peiros2004a,,false,
Korku-59_night-1,,Korku,59_night,rato,rato,,,Peiros2004a,,true,IND
Car-59_night-1,,Car,59_night,hatəm,hatəm,,,Peiros2004a,,false,
Nancawri-59_night-1,,Nancawri,59_night,hatə́m,hatə́m,,,Peiros2004a,,false,
Stieng-60_nose-1,,Stieng,60_nose,tərmoh,tərmoh,,,Peiros2004a,,false,
Chrau-60_nose-1,,Chrau,60_nose,muh,muh,,,Peiros2004a,,false,
MRolom-60_nose-1,,MRolom,60_nose,moh,moh,,,Peiros2004a,,false,
MBunong-60_nose-1,,MBunong,60_nose,muh,muh,,,Peiros2004a,,false,
MDip-60_nose-1,,MDip,60_nose,mujh muh,mujh muh,,,Peiros2004a,,false,
Ma1-60_nose-1,,Ma1,60_nose,moh,moh,,,Peiros2004a,,false,
Ma2-60_nose-1,,Ma2,60_nose,moh,moh,,,Peiros2004a,,false,
Sre-60_nose-1,,Sre,60_nose,muh,muh,,,Peiros2004a,,false,
KahoChil-60_nose-1,,KahoChil,60_nose,muh,muh,,,Peiros2004a,,false,
KorCua-60_nose-1,,KorCua,60_nose,muh,muh,,,Peiros2004a,,false,
Kadong-60_nose-1,,Kadong,60_nose,muh,muh,,,Peiros2004a,,false,
Hadang-60_nose-1,,Hadang,60_nose,muh,muh,,,Peiros2004a,,false,
Hre-60_nose-1,,Hre,60_nose,muh.L,muh.L,,,Peiros2004a,,false,
Rengao-60_nose-1,,Rengao,60_nose,muh.L,muh.L,,,Peiros2004a,,false,
Didra-60_nose-1,,Didra,60_nose,mɔh,mɔh,,,Peiros2004a,,false,
Sedang-60_nose-1,,Sedang,60_nose,moh.L,moh.L,,,Peiros2004a,,false,
Panong-60_nose-1,,Panong,60_nose,muh,muh,,,Peiros2004a,,false,
Halang-60_nose-1,,Halang,60_nose,muh.B,muh.B,,,Peiros2004a,,false,
Jeh-60_nose-1,,Jeh,60_nose,muh.L,muh.L,,,Peiros2004a,,false,
Veh-60_nose-1,,Veh,60_nose,muh,muh,,,Peiros2004a,,false,
Je-60_nose-1,,Je,60_nose,mu.434,mu.434,,,Peiros2004a,,false,
Arak-60_nose-1,,Arak,60_nose,muh,muh,,,Peiros2004a,,false,
Bahnar-60_nose-1,,Bahnar,60_nose,muh,muh,,,Peiros2004a,,false,
Tempuan-60_nose-1,,Tempuan,60_nose,mawh,mawh,,,Peiros2004a,,false,
Oy-60_nose-1,,Oy,60_nose,muh,muh,,,Peiros2004a,,false,
Nhaheun-60_nose-1,,Nhaheun,60_nose,muh,muh,,,Peiros2004a,,false,
Jru-60_nose-1,,Jru,60_nose,muh,muh,,,Peiros2004a,,false,
Tariang-60_nose-1,,Tariang,60_nose,mɔh,mɔh,,,Peiros2004a,,false,
Kantu-60_nose-1,,Kantu,60_nose,mɔh,mɔh,,,Peiros2004a,,false,
Katu-60_nose-1,,Katu,60_nose,mɔh,mɔh,,,Peiros2004a,,false,
Dakkang-60_nose-1,,Dakkang,60_nose,muh,muh,,,Peiros2004a,,false,
LaoKatu-60_nose-1,,LaoKatu,60_nose,moh,moh,,,Peiros2004a,,false,
Pakoh-60_nose-1,,Pakoh,60_nose,moh.T,moh.T,,,Peiros2004a,,false,
Taoih-60_nose-1,,Taoih,60_nose,moh.T,moh.T,,,Peiros2004a,,false,
Ong-60_nose-1,,Ong,60_nose,muh,muh,,,Peiros2004a,,false,
Taoi-60_nose-1,,Taoi,60_nose,moh.A,moh.A,,,Peiros2004a,,false,
Nge-60_nose-1,,Nge,60_nose,muh,muh,,,Peiros2004a,,false,
Kui-60_nose-1,,Kui,60_nose,muh.B,muh.B,,,Peiros2004a,,false,
Neu-60_nose-1,,Neu,60_nose,moh,moh,,,Peiros2004a,,false,
Bru-60_nose-1,,Bru,60_nose,muh.B,muh.B,,,Peiros2004a,,false,
BruVK-60_nose-1,,BruVK,60_nose,muh,muh,,,Peiros2004a,,false,
Mak-60_nose-1,,Mak,60_nose,muh,muh,,,Peiros2004a,,false,
So-60_nose-1,,So,60_nose,muh.B,muh.B,,,Peiros2004a,,false,
Tri-60_nose-1,,Tri,60_nose,muh,muh,,,Peiros2004a,,false,
Nyakur-60_nose-1,,Nyakur,60_nose,hmɔh.1,hmɔh.1,,,Peiros2004a,,false,
Mon-60_nose-1,,Mon,60_nose,muh,muh,,,Peiros2004a,,false,
Semelai-60_nose-1,,Semelai,60_nose,muh,muh,,,Peiros2004a,,false,
SemoqBeri-60_nose-1,,SemoqBeri,60_nose,muh,muh,,,Peiros2004a,,false,
Kensiw-60_nose-1,,Kensiw,60_nose,mwõh,mwõh,,,Peiros2004a,,false,
Jahai-60_nose-1,,Jahai,60_nose,mɔh,mɔh,,,Peiros2004a,,false,
Semai-60_nose-1,,Semai,60_nose,muh,muh,,,Peiros2004a,,false,
Temiar-60_nose-1,,Temiar,60_nose,məh,məh,,,Peiros2004a,,false,
Khmer-60_nose-1,,Khmer,60_nose,crəmuh,crəmuh,,,Peiros2004a,,false,
KSurin-60_nose-1,,KSurin,60_nose,cmɔh,cmɔh,,,Peiros2004a,,false,
ChongH-60_nose-1,,ChongH,60_nose,tot.A,tot.A,,,Peiros2004a,,false,
Chong-60_nose-1,,Chong,60_nose,kətut.A,kətut.A,,,Peiros2004a,,false,
Kasong-60_nose-1,,Kasong,60_nose,patut.A,patut.A,,,Peiros2004a,,false,
Samre-60_nose-1,,Samre,60_nose,uh.B ,uh.B,,,Peiros2004a,,false,
PhongV-60_nose-1,,PhongV,60_nose,muc.42,muc.42,,,Peiros2004a,,false,
Tuum-60_nose-1,,Tuum,60_nose,muc.21,muc.21,,,Peiros2004a,,false,
Liha-60_nose-1,,Liha,60_nose,muc.31,muc.31,,,Peiros2004a,,false,
Cuoi-60_nose-1,,Cuoi,60_nose,mul.31,mul.31,,,Peiros2004a,,false,
Vietnamese-60_nose-1,,Vietnamese,60_nose,mũi,mũi,,,Peiros2004a,,false,
MuongKoi-60_nose-1,,MuongKoi,60_nose,muj.2,muj.2,,,Peiros2004a,,false,
ThoMon-60_nose-1,,ThoMon,60_nose,muj.434,muj.434,,,Peiros2004a,,false,
Ruc-60_nose-1,,Ruc,60_nose,murh.2,murh.2,,,Peiros2004a,,false,
Arem-60_nose-1,,Arem,60_nose,mùh,mùh,,,Peiros2004a,,false,
KhaPhong-60_nose-1,,KhaPhong,60_nose,muj.33,muj.33,,,Peiros2004a,,false,
Malieng-60_nose-1,,Malieng,60_nose,mUh.24,mUh.24,,,Peiros2004a,,false,
ThavungSo-60_nose-1,,ThavungSo,60_nose,ʔasu.1 mus.1,ʔasu.1 mus.1,,,Peiros2004a,,false,
Thavung-60_nose-1,,Thavung,60_nose,nɨih,nɨih,,,Peiros2004a,,false,
Mang-60_nose-1,,Mang,60_nose,ŋ.55 m.51,ŋ.55 m.51,,,Peiros2004a,,false,
Paliu-60_nose-1,,Paliu,60_nose,lɔŋ.33 mi.11,lɔŋ.33 mi.11,,,Peiros2004a,,false,
Bugan-60_nose-1,,Bugan,60_nose,pə.55 mã.T.31,pə.55 mã.T.31,,,Peiros2004a,,false,
Khmu-60_nose-1,,Khmu,60_nose,muh,muh,,,Peiros2004a,,false,
KxinhMul-60_nose-1,,KxinhMul,60_nose,mɔh.35,mɔh.35,,,Peiros2004a,,false,
Ksinmul-60_nose-1,,Ksinmul,60_nose,moh,moh,,,Peiros2004a,,false,
Khang-60_nose-1,,Khang,60_nose,mojh.35,mojh.35,,,Peiros2004a,,false,
Bit-60_nose-1,,Bit,60_nose,moih,moih,,,Peiros2004a,,false,
Mlabri-60_nose-1,,Mlabri,60_nose,mɔh,mɔh,,,Peiros2004a,,false,
Pray-60_nose-1,,Pray,60_nose,muh,muh,,,Peiros2004a,,false,
Phong-60_nose-1,,Phong,60_nose,mɔh,mɔh,,,Peiros2004a,,false,
Iduh-60_nose-1,,Iduh,60_nose,mû,mû,,,Peiros2004a,,false,
Hu-60_nose-1,,Hu,60_nose,kətəʔ.55,kətəʔ.55,,,Peiros2004a,,false,
Khamet-60_nose-1,,Khamet,60_nose,tut.53 təʔ.53,tut.53 təʔ.53,,,Peiros2004a,,false,
Khme-60_nose-1,,Khme,60_nose,thu.31 te.51,thu.31 te.51,,,Peiros2004a,,false,
Shuangdiang-60_nose-1,,Shuangdiang,60_nose,ghɔk.33 mhu.31,ghɔk.33 mhu.31,,,Peiros2004a,,false,
Yongde-60_nose-1,,Yongde,60_nose,thu.31 te.55,thu.31 te.55,,,Peiros2004a,,false,
Pangpin-60_nose-1,,Pangpin,60_nose,mui.31,mui.31,,,Peiros2004a,,false,
Gantang-60_nose-1,,Gantang,60_nose,mɔt.33 ti.55,mɔt.33 ti.55,,,Peiros2004a,,false,
Mangan-60_nose-1,,Mangan,60_nose,muit.33,muit.33,,,Peiros2004a,,false,
Plang-60_nose-1,,Plang,60_nose,mɨh.33,mɨh.33,,,Peiros2004a,,false,
Wa-60_nose-1,,Wa,60_nose,mɨih.B,mɨih.B,,,Peiros2004a,,false,
Guanshuang-60_nose-1,,Guanshuang,60_nose,məlh.1,məlh.1,,,Peiros2004a,,false,
Mane-60_nose-1,,Mane,60_nose,mhul.33,mhul.33,,,Peiros2004a,,false,
Deang-60_nose-1,,Deang,60_nose,muih,muih,,,Peiros2004a,,false,
Rumai-60_nose-1,,Rumai,60_nose,kə.55 doŋ.55 mu,kə.55 doŋ.55 mu,,,Peiros2004a,,false,
Khasi-60_nose-1,,Khasi,60_nose,khmut,khmut,,,Peiros2004a,,false,
Kharia-60_nose-1,,Kharia,60_nose,romoŋ,romoŋ,,,Peiros2004a,,false,
Juang-60_nose-1,,Juang,60_nose,motej,motej,,,Peiros2004a,,false,
Bonda-60_nose-1,,Bonda,60_nose,n=seʔ=miʔ,n=seʔ=miʔ,,,Peiros2004a,,false,
Sora-60_nose-1,,Sora,60_nose,mʔu,mʔu,,,Peiros2004a,,false,
Parengi-60_nose-1,,Parengi,60_nose,muʔ,muʔ,,,Peiros2004a,,false,
Santali-60_nose-1,,Santali,60_nose,mũ,mũ,,,Peiros2004a,,false,
Mundari-60_nose-1,,Mundari,60_nose,mũ,mũ,,,Peiros2004a,,false,
Korku-60_nose-1,,Korku,60_nose,mu,mu,,,Peiros2004a,,false,
Car-60_nose-1,,Car,60_nose,ɛl-mɛh,ɛl-mɛh,,,Peiros2004a,,false,
Nancawri-60_nose-1,,Nancawri,60_nose,muáh,muáh,,,Peiros2004a,,false,
Stieng-61_not-1,,Stieng,61_not,bun,bun,,,Peiros2004a,,false,
Chrau-61_not-1,,Chrau,61_not,ʔeʔ,ʔeʔ,,,Peiros2004a,,false,
MRolom-61_not-1,,MRolom,61_not,aj sɔ,aj sɔ,,,Peiros2004a,,false,
MBunong-61_not-1,,MBunong,61_not,nəw,nəw,,,Peiros2004a,,false,
MDip-61_not-1,,MDip,61_not,bəʔ,bəʔ,,,Peiros2004a,,false,
Ma1-61_not-1,,Ma1,61_not,ʔɨʔ,ʔɨʔ,,,Peiros2004a,,false,
Ma2-61_not-1,,Ma2,61_not,so di(ʔɔh),so di,,,Peiros2004a,,false,
Sre-61_not-1,,Sre,61_not,ʔə,ʔə,,,Peiros2004a,,false,
KahoChil-61_not-1,,KahoChil,61_not,ʔoʔ,ʔoʔ,,,Peiros2004a,,false,
KorCua-61_not-1,,KorCua,61_not,lɛ,lɛ,,,Peiros2004a,,false,
Kadong-61_not-1,,Kadong,61_not,ʔuh,ʔuh,,,Peiros2004a,,false,
Hadang-61_not-1,,Hadang,61_not,bə́j,bə́j,,,Peiros2004a,,false,
Hre-61_not-1,,Hre,61_not,ʔuh.L,ʔuh.L,,,Peiros2004a,,false,
Rengao-61_not-1,,Rengao,61_not,biʔ.L ...oh.L,biʔ.L ...oh.L,,,Peiros2004a,,false,
Didra-61_not-1,,Didra,61_not,ʔoh.L,ʔoh.L,,,Peiros2004a,,false,
Sedang-61_not-1,,Sedang,61_not,ʔoh.L,ʔoh.L,,,Peiros2004a,,false,
Panong-61_not-1,,Panong,61_not,bə́j,bə́j,,,Peiros2004a,,false,
Halang-61_not-1,,Halang,61_not,ʔbe,ʔbe,,,Peiros2004a,,false,
Jeh-61_not-1,,Jeh,61_not,dej.T,dej.T,,,Peiros2004a,,false,
Veh-61_not-1,,Veh,61_not,ʔɛ,ʔɛ,,,Peiros2004a,,false,
Je-61_not-1,,Je,61_not,deʔ.31,deʔ.31,,,Peiros2004a,,false,
Arak-61_not-1,,Arak,61_not,ɲɨ ʔaj,ɲɨ ʔaj,,,Peiros2004a,,false,
Bahnar-61_not-1,,Bahnar,61_not,ʔɨh,ʔɨh,,,Peiros2004a,,false,
Tempuan-61_not-1,,Tempuan,61_not,u ti oh,u ti oh,,,Peiros2004a,,false,
Oy-61_not-1,,Oy,61_not,ʔih trɔ,ʔih trɔ,,,Peiros2004a,,false,
Nhaheun-61_not-1,,Nhaheun,61_not,ʔʌn trɔ,ʔʌn trɔ,,,Peiros2004a,,false,
Jru-61_not-1,,Jru,61_not,ʔih men,ʔih men,,,Peiros2004a,,false,
Tariang-61_not-1,,Tariang,61_not,joʔ,joʔ,,,Peiros2004a,,false,
Kantu-61_not-1,,Kantu,61_not,kah,kah,,,Peiros2004a,,false,
Katu-61_not-1,,Katu,61_not,kah,kah,,,Peiros2004a,,false,
Dakkang-61_not-1,,Dakkang,61_not,we,we,,,Peiros2004a,,false,
LaoKatu-61_not-1,,LaoKatu,61_not,ʔjɔ̂ʔ ,ʔjɔ̂ʔ,,,Peiros2004a,,false,
Pakoh-61_not-1,,Pakoh,61_not,kah,kah,,,Peiros2004a,,false,
