ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,LoanSource
Liha-26_fatn-1,,Liha,26_fatn,mə.31,mə.31,,,Peiros2004a,,false,
Cuoi-26_fatn-1,,Cuoi,26_fatn,mə.31,mə.31,,,Peiros2004a,,false,
Vietnamese-26_fatn-1,,Vietnamese,26_fatn,mo'~,mo'~,,,Peiros2004a,,false,
MuongKoi-26_fatn-1,,MuongKoi,26_fatn,mə.2,mə.2,,,Peiros2004a,,false,
ThoMon-26_fatn-1,,ThoMon,26_fatn,mə.434,mə.434,,,Peiros2004a,,false,
Ruc-26_fatn-1,,Ruc,26_fatn,kluŋ.2,kluŋ.2,,,Peiros2004a,,false,
Arem-26_fatn-1,,Arem,26_fatn,tlùŋ,tlùŋ,,,Peiros2004a,,false,
KhaPhong-26_fatn-1,,KhaPhong,26_fatn,ntu.13,ntu.13,,,Peiros2004a,,false,
Malieng-26_fatn-1,,Malieng,26_fatn,mə.51ʔ,mə.51ʔ,,,Peiros2004a,,false,
ThavungSo-26_fatn-1,,ThavungSo,26_fatn,ʔatu.2,ʔatu.2,,,Peiros2004a,,false,
Thavung-26_fatn-1,,Thavung,26_fatn,haʔ tu.C,haʔ tu.C,,,Peiros2004a,,false,
Mang-26_fatn-1,,Mang,26_fatn,puaŋ.35,puaŋ.35,,,Peiros2004a,,false,
Bugan-26_fatn-1,,Bugan,26_fatn,ɲi.33,ɲi.33,,,Peiros2004a,,false,
Khmu-26_fatn-1,,Khmu,26_fatn,məj,məj,,,Peiros2004a,,false,
KxinhMul-26_fatn-1,,KxinhMul,26_fatn,na.32 man.3,na.32 man.3,,,Peiros2004a,,true,T
Khang-26_fatn-1,,Khang,26_fatn,mɨj.55,mɨj.55,,,Peiros2004a,,false,
Bit-26_fatn-1,,Bit,26_fatn,man=pan ,man=pan,,,Peiros2004a,,false,
Mlabri-26_fatn-1,,Mlabri,26_fatn,mɨj,mɨj,,,Peiros2004a,,false,
Pray-26_fatn-1,,Pray,26_fatn,khaj man ,khaj man,,,Peiros2004a,,false,
Phong-26_fatn-1,,Phong,26_fatn,skal,skal,,,Peiros2004a,,false,
Iduh-26_fatn-1,,Iduh,26_fatn,jakâr,jakâr,,,Peiros2004a,,false,
Hu-26_fatn-1,,Hu,26_fatn,man.31 pan.31,man.31 pan.31,,,Peiros2004a,,true,-10
Khamet-26_fatn-1,,Khamet,26_fatn,m phɛŋ.35,m phɛŋ.35,,,Peiros2004a,,false,
Khme-26_fatn-1,,Khme,26_fatn,dhaiŋ.31 pi.51,dhaiŋ.31 pi.51,,,Peiros2004a,,false,
Shuangdiang-26_fatn-1,,Shuangdiang,26_fatn,man.33 ,man.33,,,Peiros2004a,,false,
Yongde-26_fatn-1,,Yongde,26_fatn,phliŋ.31 sa.55,phliŋ.31 sa.55,,,Peiros2004a,,false,
Gantang-26_fatn-1,,Gantang,26_fatn,phreŋ.51,phreŋ.51,,,Peiros2004a,,false,
Mangan-26_fatn-1,,Mangan,26_fatn,man.51 ,man.51,,,Peiros2004a,,false,
Plang-26_fatn-1,,Plang,26_fatn,la.31 man.33,la.31 man.33,,,Peiros2004a,,false,
Wa-26_fatn-1,,Wa,26_fatn,bɨ,bɨ,,,Peiros2004a,,false,
Guanshuang-26_fatn-1,,Guanshuang,26_fatn,kluiŋ.1,kluiŋ.1,,,Peiros2004a,,false,
Mane-26_fatn-1,,Mane,26_fatn,laʔ ulh.1,laʔ ulh.1,,,Peiros2004a,,false,
Deang-26_fatn-1,,Deang,26_fatn,priaŋ,priaŋ,,,Peiros2004a,,false,
Rumai-26_fatn-1,,Rumai,26_fatn,pioŋ.51,pioŋ.51,,,Peiros2004a,,false,
Khasi-26_fatn-1,,Khasi,26_fatn,kakhleiɲ,kakhleiɲ,,,Peiros2004a,,false,
Kharia-26_fatn-1,,Kharia,26_fatn,lakar,lakar,,,Peiros2004a,,false,
Juang-26_fatn-1,,Juang,26_fatn,boso,boso,,,Peiros2004a,,true,IND
Bonda-26_fatn-1,,Bonda,26_fatn,kiri,kiri,,,Peiros2004a,,false,
Sora-26_fatn-1,,Sora,26_fatn,kári,kári,,,Peiros2004a,,false,
Santali-26_fatn-1,,Santali,26_fatn,itil,itil,,,Peiros2004a,,false,
Mundari-26_fatn-1,,Mundari,26_fatn,itil,itil,,,Peiros2004a,,false,
Korku-26_fatn-1,,Korku,26_fatn,carbi,carbi,,,Peiros2004a,,true,IND
Nancawri-26_fatn-1,,Nancawri,26_fatn,já,já,,,Peiros2004a,,false,
Stieng-27_feather-1,,Stieng,27_feather,sonɔk,sonɔk,,,Peiros2004a,,false,
Chrau-27_feather-1,,Chrau,27_feather,sinɔʔ,sinɔʔ,,,Peiros2004a,,false,
MBunong-27_feather-1,,MBunong,27_feather,rsaw,rsaw,,,Peiros2004a,,false,
MDip-27_feather-1,,MDip,27_feather,nar səm,nar səm,,,Peiros2004a,,false,
Ma1-27_feather-1,,Ma1,27_feather,blaw,blaw,,,Peiros2004a,,true,CHAM
Ma2-27_feather-1,,Ma2,27_feather,sənoʔ,sənoʔ,,,Peiros2004a,,false,
Sre-27_feather-1,,Sre,27_feather,səno,səno,,,Peiros2004a,,false,
KahoChil-27_feather-1,,KahoChil,27_feather,sənɔʔ,sənɔʔ,,,Peiros2004a,,false,
KorCua-27_feather-1,,KorCua,27_feather,ʔəlok sep,ʔəlok sep,,,Peiros2004a,,false,
Kadong-27_feather-1,,Kadong,27_feather,sək cim,sək cim,,,Peiros2004a,,false,
Hadang-27_feather-1,,Hadang,27_feather,sək cim,sək cim,,,Peiros2004a,,false,
Hre-27_feather-1,,Hre,27_feather,sak.L,sak.L,,,Peiros2004a,,false,
Rengao-27_feather-1,,Rengao,27_feather,sak.L cim.L,sak.L cim.L,,,Peiros2004a,,false,
Didra-27_feather-1,,Didra,27_feather,sak.L,sak.L,,,Peiros2004a,,false,
Sedang-27_feather-1,,Sedang,27_feather,sak.L,sak.L,,,Peiros2004a,,false,
Panong-27_feather-1,,Panong,27_feather,soʔ,soʔ,,,Peiros2004a,,false,
Halang-27_feather-1,,Halang,27_feather,sok,sok,,,Peiros2004a,,false,
Jeh-27_feather-1,,Jeh,27_feather,suk cim,suk cim,,,Peiros2004a,,false,
Veh-27_feather-1,,Veh,27_feather,sɔk cem,sɔk cem,,,Peiros2004a,,false,
Je-27_feather-1,,Je,27_feather,sɔk.35 cɛp.31,sɔk.35 cɛp.31,,,Peiros2004a,,false,
Arak-27_feather-1,,Arak,27_feather,səsɔk,səsɔk,,,Peiros2004a,,false,
Bahnar-27_feather-1,,Bahnar,27_feather,sɔk,sɔk,,,Peiros2004a,,false,
Oy-27_feather-1,,Oy,27_feather,sɔk,sɔk,,,Peiros2004a,,false,
Nhaheun-27_feather-1,,Nhaheun,27_feather,sɔk,sɔk,,,Peiros2004a,,false,
Jru-27_feather-1,,Jru,27_feather,sok,sok,,,Peiros2004a,,false,
Tariang-27_feather-1,,Tariang,27_feather,sok,sok,,,Peiros2004a,,false,
Kantu-27_feather-1,,Kantu,27_feather,sɔk,sɔk,,,Peiros2004a,,false,
Katu-27_feather-1,,Katu,27_feather,sɔk,sɔk,,,Peiros2004a,,false,
Dakkang-27_feather-1,,Dakkang,27_feather,suak,suak,,,Peiros2004a,,false,
Pakoh-27_feather-1,,Pakoh,27_feather,sok.T,sok.T,,,Peiros2004a,,false,
Taoih-27_feather-1,,Taoih,27_feather,sok.T,sok.T,,,Peiros2004a,,false,
Ong-27_feather-1,,Ong,27_feather,sɔk,sɔk,,,Peiros2004a,,false,
Taoi-27_feather-1,,Taoi,27_feather,sɔk.A ləmbɛc.A,sɔk.A ləmbɛc.A,,,Peiros2004a,,false,
Nge-27_feather-1,,Nge,27_feather,sok,sok,,,Peiros2004a,,false,
Kui-27_feather-1,,Kui,27_feather,sɔʔ.N,sɔʔ.N,,,Peiros2004a,,false,
Neu-27_feather-1,,Neu,27_feather,səsɔʔ,səsɔʔ,,,Peiros2004a,,false,
BruVK-27_feather-1,,BruVK,27_feather,sɔʔ,sɔʔ,,,Peiros2004a,,false,
Mak-27_feather-1,,Mak,27_feather,sok,sok,,,Peiros2004a,,false,
So-27_feather-1,,So,27_feather,sok,sok,,,Peiros2004a,,false,
Tri-27_feather-1,,Tri,27_feather,asɔk,asɔk,,,Peiros2004a,,false,
Nyakur-27_feather-1,,Nyakur,27_feather,chɔk=chɔk.1,chɔk=chɔk.1,,,Peiros2004a,,false,
Mon-27_feather-1,,Mon,27_feather,səneŋ,səneŋ,,,Peiros2004a,,false,
Semelai-27_feather-1,,Semelai,27_feather,suk,suk,,,Peiros2004a,,false,
Kensiw-27_feather-1,,Kensiw,27_feather,sok,sok,,,Peiros2004a,,false,
Jahai-27_feather-1,,Jahai,27_feather,sɔk,sɔk,,,Peiros2004a,,false,
JahHut-27_feather-1,,JahHut,27_feather,sɔk,sɔk,,,Peiros2004a,,false,
Semai-27_feather-1,,Semai,27_feather,sɔk,sɔk,,,Peiros2004a,,false,
Temiar-27_feather-1,,Temiar,27_feather,sog,sog,,,Peiros2004a,,false,
Khmer-27_feather-1,,Khmer,27_feather,slɔp,slɔp,,,Peiros2004a,,false,
KSurin-27_feather-1,,KSurin,27_feather,mmih,mmih,,,Peiros2004a,,false,
ChongH-27_feather-1,,ChongH,27_feather,suk.A,suk.A,,,Peiros2004a,,false,
Chong-27_feather-1,,Chong,27_feather,kəsuk.A,kəsuk.A,,,Peiros2004a,,false,
Kasong-27_feather-1,,Kasong,27_feather,suk.A,suk.A,,,Peiros2004a,,false,
Samre-27_feather-1,,Samre,27_feather,suk.A,suk.A,,,Peiros2004a,,false,
PhongV-27_feather-1,,PhongV,27_feather,suk.45,suk.45,,,Peiros2004a,,false,
Tuum-27_feather-1,,Tuum,27_feather,sok.45,sok.45,,,Peiros2004a,,false,
Liha-27_feather-1,,Liha,27_feather,sok.34 cim.33,sok.34 cim.33,,,Peiros2004a,,false,
Cuoi-27_feather-1,,Cuoi,27_feather,suk.34 cim.33,suk.34 cim.33,,,Peiros2004a,,false,
Vietnamese-27_feather-1,,Vietnamese,27_feather,lông,lông,,,Peiros2004a,,false,
MuongKoi-27_feather-1,,MuongKoi,27_feather,loŋ.2,loŋ.2,,,Peiros2004a,,false,
ThoMon-27_feather-1,,ThoMon,27_feather,loŋ.43 cim.43,loŋ.43 cim.43,,,Peiros2004a,,false,
Ruc-27_feather-1,,Ruc,27_feather,uçuk.3,uçuk.3,,,Peiros2004a,,false,
Malieng-27_feather-1,,Malieng,27_feather,usok.23 ʔo.51ʔ,usok.23 ʔo.51ʔ,,,Peiros2004a,,false,
Thavung-27_feather-1,,Thavung,27_feather,haʔsɔk,haʔsɔk,,,Peiros2004a,,false,
Mang-27_feather-1,,Mang,27_feather,dɔŋ.35,dɔŋ.35,,,Peiros2004a,,false,
Paliu-27_feather-1,,Paliu,27_feather,suk.53,suk.53,,,Peiros2004a,,false,
Bugan-27_feather-1,,Bugan,27_feather,saŋ.T.35,saŋ.T.35,,,Peiros2004a,,false,
KxinhMul-27_feather-1,,KxinhMul,27_feather,khəsɔk.45,khəsɔk.45,,,Peiros2004a,,false,
Ksinmul-27_feather-1,,Ksinmul,27_feather,sok,sok,,,Peiros2004a,,false,
Khang-27_feather-1,,Khang,27_feather,lɔŋ.55,lɔŋ.55,,,Peiros2004a,,true,VN
Bit-27_feather-1,,Bit,27_feather,dɔŋ,dɔŋ,,,Peiros2004a,,false,
Mlabri-27_feather-1,,Mlabri,27_feather,kul muj,kul muj,,,Peiros2004a,,false,
Pray-27_feather-1,,Pray,27_feather,ɲsok,ɲsok,,,Peiros2004a,,false,
Phong-27_feather-1,,Phong,27_feather,ksɔʔ,ksɔʔ,,,Peiros2004a,,false,
Iduh-27_feather-1,,Iduh,27_feather,gasɔ(2)ʔ,gasɔʔ,,,Peiros2004a,,false,
Hu-27_feather-1,,Hu,27_feather,uk.55 phel.33,uk.55 phel.33,,,Peiros2004a,,false,
Khamet-27_feather-1,,Khamet,27_feather,suk.53,suk.53,,,Peiros2004a,,false,
Khme-27_feather-1,,Khme,27_feather,taŋ.31 go.33,taŋ.31 go.33,,,Peiros2004a,,false,
Shuangdiang-27_feather-1,,Shuangdiang,27_feather,suk.31,suk.31,,,Peiros2004a,,false,
Yongde-27_feather-1,,Yongde,27_feather,su.31,su.31,,,Peiros2004a,,false,
Mangan-27_feather-1,,Mangan,27_feather,suk.33,suk.33,,,Peiros2004a,,false,
Plang-27_feather-1,,Plang,27_feather,hɨk.51,hɨk.51,,,Peiros2004a,,false,
Deang-27_feather-1,,Deang,27_feather,huʔ sim,huʔ sim,,,Peiros2004a,,false,
Rumai-27_feather-1,,Rumai,27_feather,haɨk.0 sim.A,haɨk.0 sim.A,,,Peiros2004a,,false,
Khasi-27_feather-1,,Khasi,27_feather,sner,sner,,,Peiros2004a,,false,
Kharia-27_feather-1,,Kharia,27_feather,kalga,kalga,,,Peiros2004a,,false,
Juang-27_feather-1,,Juang,27_feather,beleḍ,beleḍ,,,Peiros2004a,,false,
Bonda-27_feather-1,,Bonda,27_feather,bileʔ,bileʔ,,,Peiros2004a,,false,
Sora-27_feather-1,,Sora,27_feather,bal'ed,bal'ed,,,Peiros2004a,,false,
Parengi-27_feather-1,,Parengi,27_feather,poŋki,poŋki,,,Peiros2004a,,false,
Santali-27_feather-1,,Santali,27_feather,il,il,,,Peiros2004a,,false,
Mundari-27_feather-1,,Mundari,27_feather,iil,iil,,,Peiros2004a,,false,
Korku-27_feather-1,,Korku,27_feather,katha,katha,,,Peiros2004a,,false,
Car-27_feather-1,,Car,27_feather,sa-nɔj,sa-nɔj,,,Peiros2004a,,false,
Nancawri-27_feather-1,,Nancawri,27_feather,pujól,pujól,,,Peiros2004a,,false,
Stieng-28_fire-1,,Stieng,28_fire,ʔoɲ,ʔoɲ,,,Peiros2004a,,false,
Chrau-28_fire-1,,Chrau,28_fire,ʔuɲ,ʔuɲ,,,Peiros2004a,,false,
MRolom-28_fire-1,,MRolom,28_fire,ʔɨ~ɲ,ʔɨ~ɲ,,,Peiros2004a,,false,
MBunong-28_fire-1,,MBunong,28_fire,ʔuɲ,ʔuɲ,,,Peiros2004a,,false,
MDip-28_fire-1,,MDip,28_fire,ʔuɲ,ʔuɲ,,,Peiros2004a,,false,
Ma1-28_fire-1,,Ma1,28_fire,ʔojh,ʔojh,,,Peiros2004a,,false,
Ma2-28_fire-1,,Ma2,28_fire,ʔujh,ʔujh,,,Peiros2004a,,false,
Sre-28_fire-1,,Sre,28_fire,os,os,,,Peiros2004a,,false,
KahoChil-28_fire-1,,KahoChil,28_fire,ʔojh,ʔojh,,,Peiros2004a,,false,
KorCua-28_fire-1,,KorCua,28_fire,ʔol,ʔol,,,Peiros2004a,,false,
Kadong-28_fire-1,,Kadong,28_fire,ʔun,ʔun,,,Peiros2004a,,false,
Hadang-28_fire-1,,Hadang,28_fire,ʔun,ʔun,,,Peiros2004a,,false,
Hre-28_fire-1,,Hre,28_fire,ʔuɲ.L,ʔuɲ.L,,,Peiros2004a,,false,
Rengao-28_fire-1,,Rengao,28_fire,ʔun.L,ʔun.L,,,Peiros2004a,,false,
Didra-28_fire-1,,Didra,28_fire,ʔudn.L,ʔudn.L,,,Peiros2004a,,false,
Sedang-28_fire-1,,Sedang,28_fire,ʔɔn.L,ʔɔn.L,,,Peiros2004a,,false,
Panong-28_fire-1,,Panong,28_fire,ʔut,ʔut,,,Peiros2004a,,false,
Halang-28_fire-1,,Halang,28_fire,un.B,un.B,,,Peiros2004a,,false,
Jeh-28_fire-1,,Jeh,28_fire,ʔon.L,ʔon.L,,,Peiros2004a,,false,
Veh-28_fire-1,,Veh,28_fire,ʔuɲ,ʔuɲ,,,Peiros2004a,,false,
Je-28_fire-1,,Je,28_fire,ʔot.42,ʔot.42,,,Peiros2004a,,false,
Arak-28_fire-1,,Arak,28_fire,ʔuɲ,ʔuɲ,,,Peiros2004a,,false,
Bahnar-28_fire-1,,Bahnar,28_fire,uɲ,uɲ,,,Peiros2004a,,false,
Tempuan-28_fire-1,,Tempuan,28_fire,oɲ,oɲ,,,Peiros2004a,,false,
Oy-28_fire-1,,Oy,28_fire,ʔuɲ,ʔuɲ,,,Peiros2004a,,false,
Nhaheun-28_fire-1,,Nhaheun,28_fire,ʔuɲ,ʔuɲ,,,Peiros2004a,,false,
Jru-28_fire-1,,Jru,28_fire,ʔuɲ,ʔuɲ,,,Peiros2004a,,false,
Tariang-28_fire-1,,Tariang,28_fire,ʔuɲ,ʔuɲ,,,Peiros2004a,,false,
Kantu-28_fire-1,,Kantu,28_fire,ʔɔjh,ʔɔjh,,,Peiros2004a,,false,
Katu-28_fire-1,,Katu,28_fire,ʔɔjh,ʔɔjh,,,Peiros2004a,,false,
Dakkang-28_fire-1,,Dakkang,28_fire,ʔulh,ʔulh,,,Peiros2004a,,false,
LaoKatu-28_fire-1,,LaoKatu,28_fire,ʔos,ʔos,,,Peiros2004a,,false,
Pakoh-28_fire-1,,Pakoh,28_fire,ʔujh,ʔujh,,,Peiros2004a,,false,
Taoih-28_fire-1,,Taoih,28_fire,ʔos.T,ʔos.T,,,Peiros2004a,,false,
Ong-28_fire-1,,Ong,28_fire,ʔujh.B,ʔujh.B,,,Peiros2004a,,false,
Taoi-28_fire-1,,Taoi,28_fire,ʔujc.C,ʔujc.C,,,Peiros2004a,,false,
Nge-28_fire-1,,Nge,28_fire,ʔujh,ʔujh,,,Peiros2004a,,false,
Kui-28_fire-1,,Kui,28_fire,ʔuh.N,ʔuh.N,,,Peiros2004a,,false,
Neu-28_fire-1,,Neu,28_fire,ʔuh,ʔuh,,,Peiros2004a,,false,
Bru-28_fire-1,,Bru,28_fire,ʔujh.N,ʔujh.N,,,Peiros2004a,,false,
BruVK-28_fire-1,,BruVK,28_fire,ʔujh.T,ʔujh.T,,,Peiros2004a,,false,
Mak-28_fire-1,,Mak,28_fire,uəih,uəih,,,Peiros2004a,,false,
So-28_fire-1,,So,28_fire,ʔuwih,ʔuwih,,,Peiros2004a,,false,
Tri-28_fire-1,,Tri,28_fire,uih,uih,,,Peiros2004a,,false,
Nyakur-28_fire-1,,Nyakur,28_fire,kəmat.1,kəmat.1,,,Peiros2004a,,false,
Mon-28_fire-1,,Mon,28_fire,pamat,pamat,,,Peiros2004a,,false,
Semelai-28_fire-1,,Semelai,28_fire,ʔus,ʔus,,,Peiros2004a,,false,
SemoqBeri-28_fire-1,,SemoqBeri,28_fire,ʔus,ʔus,,,Peiros2004a,,false,
Kensiw-28_fire-1,,Kensiw,28_fire,met ʔɔs,met ʔɔs,,,Peiros2004a,,false,
Jahai-28_fire-1,,Jahai,28_fire,ʔɔs,ʔɔs,,,Peiros2004a,,false,
JahHut-28_fire-1,,JahHut,28_fire,ʔɔs,ʔɔs,,,Peiros2004a,,false,
Semai-28_fire-1,,Semai,28_fire,ʔɔs,ʔɔs,,,Peiros2004a,,false,
Temiar-28_fire-1,,Temiar,28_fire,ʔos,ʔos,,,Peiros2004a,,false,
Khmer-28_fire-1,,Khmer,28_fire,bhlaəŋ,bhlaəŋ,,,Peiros2004a,,false,
KSurin-28_fire-1,,KSurin,28_fire,phlə̂ŋ,phlə̂ŋ,,,Peiros2004a,,false,
ChongH-28_fire-1,,ChongH,28_fire,plew.B,plew.B,,,Peiros2004a,,false,
Chong-28_fire-1,,Chong,28_fire,phlew.C,phlew.C,,,Peiros2004a,,false,
Kasong-28_fire-1,,Kasong,28_fire,plew.C,plew.C,,,Peiros2004a,,false,
Samre-28_fire-1,,Samre,28_fire,pliw.B,pliw.B,,,Peiros2004a,,false,
PhongV-28_fire-1,,PhongV,28_fire,kuc.42,kuc.42,,,Peiros2004a,,false,
Tuum-28_fire-1,,Tuum,28_fire,kuc.21,kuc.21,,,Peiros2004a,,false,
Liha-28_fire-1,,Liha,28_fire,kut.31,kut.31,,,Peiros2004a,,false,
Cuoi-28_fire-1,,Cuoi,28_fire,kul.31,kul.31,,,Peiros2004a,,false,
Vietnamese-28_fire-1,,Vietnamese,28_fire,lu'ʔa,lu'ʔa,,,Peiros2004a,,false,
MuongKoi-28_fire-1,,MuongKoi,28_fire,kuj.4 cal.3,kuj.4 cal.3,,,Peiros2004a,,false,
ThoMon-28_fire-1,,ThoMon,28_fire,la.41,la.41,,,Peiros2004a,,false,
Ruc-28_fire-1,,Ruc,28_fire,kur.1,kur.1,,,Peiros2004a,,false,
Arem-28_fire-1,,Arem,28_fire,kùh,kùh,,,Peiros2004a,,false,
KhaPhong-28_fire-1,,KhaPhong,28_fire,kui.33,kui.33,,,Peiros2004a,,false,
Malieng-28_fire-1,,Malieng,28_fire,kuh.24,kuh.24,,,Peiros2004a,,false,
ThavungSo-28_fire-1,,ThavungSo,28_fire,kus,kus,,,Peiros2004a,,false,
Thavung-28_fire-1,,Thavung,28_fire,kuih.B,kuih.B,,,Peiros2004a,,false,
Mang-28_fire-1,,Mang,28_fire,ɲiɛ.51,ɲiɛ.51,,,Peiros2004a,,false,
Paliu-28_fire-1,,Paliu,28_fire,mət.33,mət.33,,,Peiros2004a,,false,
Bugan-28_fire-1,,Bugan,28_fire,au.T.31,au.T.31,,,Peiros2004a,,false,
Khmu-28_fire-1,,Khmu,28_fire,phrɨə,phrɨə,,,Peiros2004a,,false,
KxinhMul-28_fire-1,,KxinhMul,28_fire,ŋɔŋ.35,ŋɔŋ.35,,,Peiros2004a,,false,
Ksinmul-28_fire-1,,Ksinmul,28_fire,həgoŋ,həgoŋ,,,Peiros2004a,,false,
Khang-28_fire-1,,Khang,28_fire,ŋal.55,ŋal.55,,,Peiros2004a,,true,WA
Bit-28_fire-1,,Bit,28_fire,ćiŋʔal ,ćiŋʔal,,,Peiros2004a,,false,
Mlabri-28_fire-1,,Mlabri,28_fire,ʔulh,ʔulh,,,Peiros2004a,,false,
Pray-28_fire-1,,Pray,28_fire,ʔot,ʔot,,,Peiros2004a,,false,
Phong-28_fire-1,,Phong,28_fire,ʔos,ʔos,,,Peiros2004a,,false,
Iduh-28_fire-1,,Iduh,28_fire,ʔɛ̂,ʔɛ̂,,,Peiros2004a,,false,
Hu-28_fire-1,,Hu,28_fire,ŋal.55,ŋal.55,,,Peiros2004a,,false,
Khamet-28_fire-1,,Khamet,28_fire,ŋau.55,ŋau.55,,,Peiros2004a,,false,
Khme-28_fire-1,,Khme,28_fire,kɔk.31 fai.51,kɔk.31 fai.51,,,Peiros2004a,,true,-10
Shuangdiang-28_fire-1,,Shuangdiang,28_fire,ŋau.33,ŋau.33,,,Peiros2004a,,false,
Yongde-28_fire-1,,Yongde,28_fire,ŋau.33,ŋau.33,,,Peiros2004a,,false,
Pangpin-28_fire-1,,Pangpin,28_fire,ŋau.51,ŋau.51,,,Peiros2004a,,false,
Gantang-28_fire-1,,Gantang,28_fire,ŋau.31,ŋau.31,,,Peiros2004a,,false,
Mangan-28_fire-1,,Mangan,28_fire,ŋau.51,ŋau.51,,,Peiros2004a,,false,
Plang-28_fire-1,,Plang,28_fire,ŋɔi.31,ŋɔi.31,,,Peiros2004a,,false,
Wa-28_fire-1,,Wa,28_fire,ŋu.B,ŋu.B,,,Peiros2004a,,false,
Guanshuang-28_fire-1,,Guanshuang,28_fire,ŋu.2,ŋu.2,,,Peiros2004a,,false,
Mane-28_fire-1,,Mane,28_fire,ŋɔl.31,ŋɔl.31,,,Peiros2004a,,false,
Deang-28_fire-1,,Deang,28_fire,ŋar,ŋar,,,Peiros2004a,,false,
Rumai-28_fire-1,,Rumai,28_fire,ŋai.51,ŋai.51,,,Peiros2004a,,false,
Khasi-28_fire-1,,Khasi,28_fire,diŋ,diŋ,,,Peiros2004a,,false,
Kharia-28_fire-1,,Kharia,28_fire,timsoŋ,timsoŋ,,,Peiros2004a,,false,
Juang-28_fire-1,,Juang,28_fire,lalaʒ,lalaʒ,,,Peiros2004a,,false,
Bonda-28_fire-1,,Bonda,28_fire,suŋɔ,suŋɔ,,,Peiros2004a,,false,
Sora-28_fire-1,,Sora,28_fire,tʔ'oge,tʔ'oge,,,Peiros2004a,,false,
Parengi-28_fire-1,,Parengi,28_fire,kuḍoŋ,kuḍoŋ,,,Peiros2004a,,false,
Santali-28_fire-1,,Santali,28_fire,seŋgɛl,seŋgɛl,,,Peiros2004a,,false,
Mundari-28_fire-1,,Mundari,28_fire,seŋgɛl,seŋgɛl,,,Peiros2004a,,false,
Korku-28_fire-1,,Korku,28_fire,siŋgel,siŋgel,,,Peiros2004a,,false,
Car-28_fire-1,,Car,28_fire,ta-mɨ~-jə,ta-mɨ~-jə,,,Peiros2004a,,false,
Nancawri-28_fire-1,,Nancawri,28_fire,hi-ʔúaj,hi-ʔúaj,,,Peiros2004a,,false,
Stieng-29_fish-1,,Stieng,29_fish,ka,ka,,,Peiros2004a,,false,
Chrau-29_fish-1,,Chrau,29_fish,ka,ka,,,Peiros2004a,,false,
MRolom-29_fish-1,,MRolom,29_fish,ka,ka,,,Peiros2004a,,false,
MBunong-29_fish-1,,MBunong,29_fish,ka,ka,,,Peiros2004a,,false,
MDip-29_fish-1,,MDip,29_fish,ka,ka,,,Peiros2004a,,false,
Ma1-29_fish-1,,Ma1,29_fish,ka,ka,,,Peiros2004a,,false,
Ma2-29_fish-1,,Ma2,29_fish,ka,ka,,,Peiros2004a,,false,
Sre-29_fish-1,,Sre,29_fish,ka,ka,,,Peiros2004a,,false,
KahoChil-29_fish-1,,KahoChil,29_fish,ka,ka,,,Peiros2004a,,false,
KorCua-29_fish-1,,KorCua,29_fish,ka,ka,,,Peiros2004a,,false,
Kadong-29_fish-1,,Kadong,29_fish,ka,ka,,,Peiros2004a,,false,
Hadang-29_fish-1,,Hadang,29_fish,ka,ka,,,Peiros2004a,,false,
Hre-29_fish-1,,Hre,29_fish,ka,ka,,,Peiros2004a,,false,
Rengao-29_fish-1,,Rengao,29_fish,ka.T,ka.T,,,Peiros2004a,,false,
Didra-29_fish-1,,Didra,29_fish,ka,ka,,,Peiros2004a,,false,
Sedang-29_fish-1,,Sedang,29_fish,ka.T,ka.T,,,Peiros2004a,,false,
Panong-29_fish-1,,Panong,29_fish,ka,ka,,,Peiros2004a,,false,
Halang-29_fish-1,,Halang,29_fish,ka,ka,,,Peiros2004a,,false,
Jeh-29_fish-1,,Jeh,29_fish,ka.T,ka.T,,,Peiros2004a,,false,
Veh-29_fish-1,,Veh,29_fish,ka,ka,,,Peiros2004a,,false,
Je-29_fish-1,,Je,29_fish,ka.33,ka.33,,,Peiros2004a,,false,
Arak-29_fish-1,,Arak,29_fish,ka,ka,,,Peiros2004a,,false,
Bahnar-29_fish-1,,Bahnar,29_fish,ka,ka,,,Peiros2004a,,false,
Tempuan-29_fish-1,,Tempuan,29_fish,ka,ka,,,Peiros2004a,,false,
Oy-29_fish-1,,Oy,29_fish,trɨ,trɨ,,,Peiros2004a,,true,KMR
Nhaheun-29_fish-1,,Nhaheun,29_fish,blak,blak,,,Peiros2004a,,false,
Jru-29_fish-1,,Jru,29_fish,ka,ka,,,Peiros2004a,,false,
Tariang-29_fish-1,,Tariang,29_fish,ka,ka,,,Peiros2004a,,false,
Kantu-29_fish-1,,Kantu,29_fish,ʔasiw,ʔasiw,,,Peiros2004a,,false,
Katu-29_fish-1,,Katu,29_fish,asiw,asiw,,,Peiros2004a,,false,
Dakkang-29_fish-1,,Dakkang,29_fish,ntruʔ,ntruʔ,,,Peiros2004a,,false,
LaoKatu-29_fish-1,,LaoKatu,29_fish,siw,siw,,,Peiros2004a,,false,
Pakoh-29_fish-1,,Pakoh,29_fish,buajʔ.T,buajʔ.T,,,Peiros2004a,,false,
Taoih-29_fish-1,,Taoih,29_fish,asiw,asiw,,,Peiros2004a,,false,
